model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,2,0.5160196590573598,0.8258928571428572,0.75,0.7368421052631579
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,2,0.6010855591686405,0.7377232142857143,0.65,0.6440677966101694
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,2,0.596464417565492,0.7444196428571429,0.6666666666666666,0.6666666666666666
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,2,0.529333219937695,0.8091517857142857,0.75,0.7457627118644068
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,2,0.5960817300644055,0.7399553571428572,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,2,0.5178152379741399,0.828125,0.7666666666666667,0.7666666666666667
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,2,0.5167831863944587,0.8270089285714286,0.7666666666666667,0.7666666666666667
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,2,0.5947653836335014,0.75,0.6833333333333333,0.6885245901639344
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,2,0.5270712579639169,0.8069196428571429,0.75,0.7457627118644068
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,2,0.5251928767250224,0.8125,0.75,0.7457627118644068
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,2,0.5130254591509569,0.8270089285714286,0.7666666666666667,0.7666666666666667
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,2,0.5970388140407762,0.7578125,0.6833333333333333,0.6415094339622641
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,2,0.530676440007616,0.8080357142857143,0.7333333333333333,0.7142857142857143
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,2,0.5273729094282618,0.8102678571428572,0.7333333333333333,0.7142857142857143
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,2,0.5169194807081829,0.8270089285714286,0.75,0.7368421052631579
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,2,0.5247106069114572,0.8102678571428572,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,2,0.5943029728726015,0.7488839285714286,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,2,0.5270585042922421,0.8058035714285715,0.75,0.7457627118644068
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,2,0.5247082240264744,0.8180803571428571,0.75,0.7457627118644068
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,2,0.5137224160022026,0.8348214285714286,0.7666666666666667,0.7666666666666667
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,2,0.5208469494857827,0.8125,0.75,0.7457627118644068
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,2,0.5251440896009691,0.8125,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,2,0.5211078753894623,0.8158482142857143,0.75,0.7457627118644068
main effects only,none,0,3,0.6308796016078569,0.703125,0.6333333333333333,0.5769230769230769
main + x1_sq,x1_sq,1,3,0.6086370053232794,0.7042410714285714,0.6333333333333333,0.5925925925925926
main + x2_sq,x2_sq,1,3,0.6418062156822681,0.7008928571428572,0.6666666666666666,0.6296296296296297
main + x3_sq,x3_sq,1,3,0.627185372030915,0.7142857142857143,0.6333333333333333,0.5769230769230769
main + x1_x2,x1_x2,1,3,0.6296166801220962,0.6953125,0.6333333333333333,0.5769230769230769
main + x1_x3,x1_x3,1,3,0.6416261955194498,0.7020089285714286,0.6333333333333333,0.5769230769230769
main + x2_x3,x2_x3,1,3,0.5460095921245075,0.7890625,0.6833333333333333,0.6666666666666666
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,3,0.6191199711606604,0.6975446428571428,0.6666666666666666,0.6428571428571429
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,3,0.605034437727981,0.7098214285714286,0.6833333333333333,0.6666666666666666
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,3,0.6076562001866948,0.7020089285714286,0.65,0.6181818181818182
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,3,0.6186942134549455,0.7064732142857142,0.6166666666666667,0.5818181818181818
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,3,0.5274134420689666,0.8102678571428572,0.7333333333333333,0.7142857142857143
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,3,0.6382101730663702,0.7020089285714286,0.6666666666666666,0.6296296296296297
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,3,0.6405443191414082,0.6863839285714286,0.6666666666666666,0.6296296296296297
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,3,0.6528488024169214,0.6941964285714286,0.6666666666666666,0.6296296296296297
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,3,0.5520265884953244,0.7868303571428571,0.7,0.6896551724137931
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,3,0.6261586492711891,0.703125,0.6333333333333333,0.5769230769230769
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,3,0.6380189661214286,0.6997767857142858,0.6166666666666667,0.5660377358490566
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,3,0.5332479015037533,0.796875,0.7166666666666667,0.7017543859649122
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,3,0.6440858788434263,0.6886160714285714,0.6333333333333333,0.5769230769230769
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,3,0.5447868305380277,0.7946428571428571,0.7,0.6785714285714286
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,3,0.546985136013119,0.7946428571428572,0.7,0.6896551724137931
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,3,0.6157021364094045,0.6975446428571428,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,3,0.6176331353899713,0.6875,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,3,0.629107198902755,0.7008928571428572,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,3,0.530839835766262,0.8058035714285714,0.7333333333333333,0.7142857142857143
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,3,0.6040159826166034,0.7098214285714286,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,3,0.6155170316065809,0.7109375,0.6666666666666666,0.6551724137931034
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,3,0.5131917906959339,0.8236607142857143,0.75,0.7368421052631579
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,3,0.6214417288133973,0.7087053571428572,0.65,0.6181818181818182
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,3,0.5348418549767261,0.8102678571428571,0.7333333333333333,0.7142857142857143
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,3,0.529113423702002,0.8147321428571428,0.7166666666666667,0.7017543859649122
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,3,0.6371905687067425,0.6953125,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,3,0.6494329020164797,0.6953125,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,3,0.5408914562511568,0.7935267857142857,0.7166666666666667,0.7017543859649122
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,3,0.6546870555203818,0.6830357142857142,0.6666666666666666,0.6296296296296297
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,3,0.5478175063023963,0.7924107142857143,0.7333333333333333,0.7142857142857143
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,3,0.5528137289920955,0.7868303571428572,0.7,0.6896551724137931
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,3,0.6399476473166522,0.6986607142857143,0.6333333333333333,0.5769230769230769
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,3,0.5326851745520316,0.8024553571428572,0.7333333333333333,0.7142857142857143
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,3,0.5333116031764334,0.8024553571428572,0.7166666666666667,0.7017543859649122
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,3,0.548040025071374,0.8002232142857143,0.7,0.6785714285714286
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,3,0.6142350257307057,0.6930803571428571,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,3,0.6261869301491972,0.6997767857142857,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,3,0.5184578420006566,0.8180803571428571,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,3,0.6306563650503099,0.7042410714285714,0.65,0.631578947368421
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,3,0.5347145499640382,0.8069196428571429,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,3,0.532140699685612,0.8091517857142857,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,3,0.6176115494117808,0.7131696428571429,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,3,0.5214102598734428,0.8169642857142857,0.75,0.7368421052631579
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,3,0.5149290019397705,0.8236607142857143,0.75,0.7368421052631579
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,3,0.5405150996247041,0.8180803571428572,0.7333333333333333,0.7142857142857143
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,3,0.6507329021544892,0.6897321428571428,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,3,0.5373251669874012,0.8002232142857142,0.7166666666666667,0.7017543859649122
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,3,0.540235355649059,0.7991071428571428,0.7166666666666667,0.7017543859649122
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,3,0.5497291834741752,0.7935267857142857,0.7166666666666667,0.7017543859649122
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,3,0.5344445300082725,0.8080357142857143,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,3,0.6270631316985346,0.7053571428571429,0.65,0.631578947368421
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,3,0.5230977719168858,0.8136160714285714,0.75,0.7368421052631579
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,3,0.5194653884948158,0.8147321428571428,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,3,0.5394991946532508,0.8136160714285714,0.7333333333333333,0.7142857142857143
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,3,0.5266836287367281,0.8236607142857143,0.7666666666666667,0.75
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,3,0.537255987915123,0.8035714285714286,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,3,0.5271325364553389,0.8236607142857142,0.7666666666666667,0.75
main effects only,none,0,4,0.639905481326143,0.681868743047831,0.6166666666666667,0.5964912280701754
main + x1_sq,x1_sq,1,4,0.6540006743271461,0.6462736373748609,0.6166666666666667,0.6229508196721312
main + x2_sq,x2_sq,1,4,0.6501328091007219,0.6807563959955507,0.6,0.5714285714285714
main + x3_sq,x3_sq,1,4,0.6505770369896989,0.6852057842046718,0.6333333333333333,0.6071428571428571
main + x1_x2,x1_x2,1,4,0.6398392364789108,0.6863181312569522,0.6166666666666667,0.5964912280701754
main + x1_x3,x1_x3,1,4,0.630000374475365,0.6941045606229144,0.6,0.5714285714285714
main + x2_x3,x2_x3,1,4,0.5738739655461113,0.7652947719688543,0.6833333333333333,0.6545454545454545
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,4,0.6682638368592296,0.649610678531702,0.65,0.6557377049180327
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,4,0.6704944285287257,0.664071190211346,0.6333333333333333,0.65625
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,4,0.6520123091982398,0.6562847608453838,0.6333333333333333,0.6451612903225806
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,4,0.6607233722553383,0.6573971078976641,0.6166666666666667,0.6229508196721312
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,4,0.5721034057011154,0.7853170189098999,0.6666666666666666,0.6551724137931034
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,4,0.658038653230047,0.6740823136818688,0.6,0.5714285714285714
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,4,0.6484280135267947,0.6751946607341491,0.6,0.5714285714285714
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,4,0.6411765354809548,0.692992213570634,0.6,0.5714285714285714
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,4,0.5790396809896734,0.7552836484983315,0.7,0.6666666666666666
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,4,0.6502698114676873,0.6852057842046719,0.6333333333333333,0.6071428571428571
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,4,0.639497171394302,0.699666295884316,0.6666666666666666,0.6428571428571429
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,4,0.5824800937109446,0.760845383759733,0.65,0.6181818181818182
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,4,0.6289699181506554,0.692992213570634,0.6,0.5714285714285714
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,4,0.5755795584153753,0.7630700778642937,0.7,0.6666666666666666
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,4,0.5745138598825122,0.7575083426028921,0.7,0.6666666666666666
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,4,0.6813263652270215,0.6529477196885427,0.6,0.6129032258064516
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,4,0.6652690529652194,0.6551724137931034,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,4,0.6803984148874748,0.6507230255839821,0.6,0.6
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,4,0.5805830597430405,0.7719688542825361,0.6833333333333333,0.6666666666666666
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,4,0.6680654410701512,0.6718576195773082,0.6166666666666667,0.6349206349206349
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,4,0.6826677957569289,0.6729699666295884,0.65,0.6666666666666666
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,4,0.5796218541177064,0.7853170189098999,0.6666666666666666,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,4,0.6564216496312677,0.664071190211346,0.6166666666666667,0.6229508196721312
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,4,0.5739190856696941,0.7842046718576196,0.65,0.6440677966101694
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,4,0.57498023421725,0.7753058954393771,0.6833333333333333,0.6666666666666666
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,4,0.6565924546863537,0.6707452725250278,0.6,0.5714285714285714
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,4,0.6481684681371418,0.6863181312569521,0.6166666666666667,0.5818181818181818
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,4,0.5854254748363769,0.7563959955506118,0.65,0.6181818181818182
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,4,0.6384366825058758,0.6952169076751946,0.6,0.5714285714285714
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,4,0.5792120442231322,0.7597330367074527,0.6833333333333333,0.6545454545454545
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,4,0.5808527569195979,0.7530589543937709,0.6833333333333333,0.6545454545454545
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,4,0.6379908091822531,0.696329254727475,0.6666666666666666,0.6428571428571429
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,4,0.5830659863479334,0.7608453837597331,0.6166666666666667,0.5964912280701754
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,4,0.5828843710257805,0.7652947719688542,0.65,0.6181818181818182
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,4,0.5758200148609602,0.7552836484983315,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,4,0.6784002740768132,0.657397107897664,0.6166666666666667,0.6349206349206349
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,4,0.6986800762895561,0.657397107897664,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,4,0.5858654401597673,0.7764182424916575,0.6666666666666666,0.6551724137931034
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,4,0.6751402338352601,0.6596218020022248,0.6,0.6
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,4,0.5806916063444021,0.7797552836484983,0.6666666666666666,0.6551724137931034
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,4,0.5864986025131529,0.7619577308120133,0.6833333333333333,0.6545454545454545
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,4,0.6784894925136213,0.6763070077864294,0.65,0.6666666666666666
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,4,0.5799127934829187,0.7786429365962181,0.6666666666666666,0.6666666666666666
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,4,0.5850318359066767,0.7764182424916575,0.6666666666666666,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,4,0.5766061106129633,0.778642936596218,0.6833333333333333,0.6666666666666666
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,4,0.6455321334306371,0.6874304783092325,0.6166666666666667,0.5818181818181818
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,4,0.5850666406618398,0.7597330367074527,0.6333333333333333,0.6071428571428571
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,4,0.5866575812461489,0.7597330367074527,0.6333333333333333,0.6071428571428571
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,4,0.5805636409106947,0.7597330367074527,0.7,0.6666666666666666
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,4,0.5828628205220354,0.7652947719688543,0.65,0.6181818181818182
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,4,0.6941664204174264,0.6640711902113459,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,4,0.5850071587201652,0.7786429365962181,0.6666666666666666,0.6551724137931034
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,4,0.5942928677263176,0.7619577308120133,0.65,0.631578947368421
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,4,0.5851234119613148,0.7697441601779755,0.65,0.631578947368421
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,4,0.5836119250358739,0.7753058954393771,0.65,0.6440677966101694
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,4,0.5856246140869469,0.7597330367074527,0.65,0.6181818181818182
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,4,0.5904087075410505,0.7708565072302559,0.65,0.631578947368421
main effects only,none,0,5,0.6459860998488397,0.6640711902113459,0.55,0.509090909090909
main + x1_sq,x1_sq,1,5,0.6325130696487182,0.6696329254727476,0.6166666666666667,0.6101694915254238
main + x2_sq,x2_sq,1,5,0.648437043953742,0.6674082313681868,0.5666666666666667,0.5185185185185185
main + x3_sq,x3_sq,1,5,0.6431615619738912,0.6685205784204672,0.55,0.509090909090909
main + x1_x2,x1_x2,1,5,0.646053785239566,0.6640711902113459,0.55,0.509090909090909
main + x1_x3,x1_x3,1,5,0.6428395299114981,0.660734149054505,0.5666666666666667,0.5185185185185185
main + x2_x3,x2_x3,1,5,0.563970442233961,0.7797552836484983,0.7,0.6785714285714286
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,5,0.6333581205246851,0.6651835372636263,0.6166666666666667,0.6101694915254238
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,5,0.6297780615863985,0.6740823136818688,0.5833333333333334,0.576271186440678
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,5,0.6324813951245147,0.6696329254727476,0.6166666666666667,0.6101694915254238
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,5,0.6293371639713345,0.671857619577308,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,5,0.5563739410584284,0.7975528364849833,0.7,0.6896551724137931
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,5,0.6459966681317622,0.6674082313681869,0.55,0.509090909090909
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,5,0.648586150308288,0.6662958843159066,0.5666666666666667,0.5185185185185185
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,5,0.6449367868177865,0.6585094549499444,0.5666666666666667,0.5
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,5,0.5629543537894134,0.7819799777530589,0.7,0.6785714285714286
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,5,0.6442328284281007,0.6696329254727474,0.55,0.509090909090909
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,5,0.6392067933675933,0.664071190211346,0.5666666666666667,0.5185185185185185
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,5,0.5716139039570101,0.7875417130144604,0.7,0.6785714285714286
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,5,0.6406604562521326,0.6629588431590656,0.5666666666666667,0.5185185185185185
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,5,0.5588203809423054,0.7875417130144605,0.7,0.6785714285714286
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,5,0.5602376758384638,0.7864293659621803,0.6833333333333333,0.6545454545454545
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,5,0.631083048726333,0.6718576195773082,0.6,0.6
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,5,0.6334421250207962,0.6651835372636263,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,5,0.6299218106115396,0.6707452725250278,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,5,0.5511447937412314,0.8053392658509455,0.6833333333333333,0.6779661016949152
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,5,0.6303309912927291,0.6740823136818688,0.5833333333333334,0.576271186440678
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,5,0.6258120293425763,0.6774193548387097,0.5833333333333334,0.576271186440678
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,5,0.5651005222861215,0.7986651835372636,0.7166666666666667,0.711864406779661
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,5,0.6262679981279732,0.6829810901001112,0.6333333333333333,0.6333333333333333
